Fecha,Día,Mes,Año,Día Nombre,Mes Nombre,Día de descanso,Holiday
11/25/2026,25,11,2026,Wednesday                                                                                                                                                                                                                                                      ,November                                                                                                                                                                                                                                                       ,Laborar,NA
11/26/2026,26,11,2026,Thursday                                                                                                                                                                                                                                                       ,November                                                                                                                                                                                                                                                       ,Laborar,NA
11/27/2026,27,11,2026,Friday                                                                                                                                                                                                                                                         ,November                                                                                                                                                                                                                                                       ,Laborar,NA
11/28/2026,28,11,2026,Saturday                                                                                                                                                                                                                                                       ,November                                                                                                                                                                                                                                                       ,Laborar,NA
11/29/2026,29,11,2026,Sunday                                                                                                                                                                                                                                                         ,November                                                                                                                                                                                                                                                       ,Descanso,NA
11/30/2026,30,11,2026,Monday                                                                                                                                                                                                                                                         ,November                                                                                                                                                                                                                                                       ,Laborar,NA
12/01/2026,1,12,2026,Tuesday                                                                                                                                                                                                                                                        ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/02/2026,2,12,2026,Wednesday                                                                                                                                                                                                                                                      ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/03/2026,3,12,2026,Thursday                                                                                                                                                                                                                                                       ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/04/2026,4,12,2026,Friday                                                                                                                                                                                                                                                         ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/05/2026,5,12,2026,Saturday                                                                                                                                                                                                                                                       ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/06/2026,6,12,2026,Sunday                                                                                                                                                                                                                                                         ,December                                                                                                                                                                                                                                                       ,Descanso,NA
12/07/2026,7,12,2026,Monday                                                                                                                                                                                                                                                         ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/08/2026,8,12,2026,Tuesday                                                                                                                                                                                                                                                        ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/09/2026,9,12,2026,Wednesday                                                                                                                                                                                                                                                      ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/10/2026,10,12,2026,Thursday                                                                                                                                                                                                                                                       ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/11/2026,11,12,2026,Friday                                                                                                                                                                                                                                                         ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/12/2026,12,12,2026,Saturday                                                                                                                                                                                                                                                       ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/13/2026,13,12,2026,Sunday                                                                                                                                                                                                                                                         ,December                                                                                                                                                                                                                                                       ,Descanso,NA
12/14/2026,14,12,2026,Monday                                                                                                                                                                                                                                                         ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/15/2026,15,12,2026,Tuesday                                                                                                                                                                                                                                                        ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/16/2026,16,12,2026,Wednesday                                                                                                                                                                                                                                                      ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/17/2026,17,12,2026,Thursday                                                                                                                                                                                                                                                       ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/18/2026,18,12,2026,Friday                                                                                                                                                                                                                                                         ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/19/2026,19,12,2026,Saturday                                                                                                                                                                                                                                                       ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/20/2026,20,12,2026,Sunday                                                                                                                                                                                                                                                         ,December                                                                                                                                                                                                                                                       ,Descanso,NA
12/21/2026,21,12,2026,Monday                                                                                                                                                                                                                                                         ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/22/2026,22,12,2026,Tuesday                                                                                                                                                                                                                                                        ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/23/2026,23,12,2026,Wednesday                                                                                                                                                                                                                                                      ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/24/2026,24,12,2026,Thursday                                                                                                                                                                                                                                                       ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/25/2026,25,12,2026,Friday                                                                                                                                                                                                                                                         ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/26/2026,26,12,2026,Saturday                                                                                                                                                                                                                                                       ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/27/2026,27,12,2026,Sunday                                                                                                                                                                                                                                                         ,December                                                                                                                                                                                                                                                       ,Descanso,NA
12/28/2026,28,12,2026,Monday                                                                                                                                                                                                                                                         ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/29/2026,29,12,2026,Tuesday                                                                                                                                                                                                                                                        ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/30/2026,30,12,2026,Wednesday                                                                                                                                                                                                                                                      ,December                                                                                                                                                                                                                                                       ,Laborar,NA
12/31/2026,31,12,2026,Thursday                                                                                                                                                                                                                                                       ,December                                                                                                                                                                                                                                                       ,Laborar,NA
01/01/2027,1,1,2027,Friday                                                                                                                                                                                                                                                         ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/02/2027,2,1,2027,Saturday                                                                                                                                                                                                                                                       ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/03/2027,3,1,2027,Sunday                                                                                                                                                                                                                                                         ,January                                                                                                                                                                                                                                                        ,Descanso,NA
01/04/2027,4,1,2027,Monday                                                                                                                                                                                                                                                         ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/05/2027,5,1,2027,Tuesday                                                                                                                                                                                                                                                        ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/06/2027,6,1,2027,Wednesday                                                                                                                                                                                                                                                      ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/07/2027,7,1,2027,Thursday                                                                                                                                                                                                                                                       ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/08/2027,8,1,2027,Friday                                                                                                                                                                                                                                                         ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/09/2027,9,1,2027,Saturday                                                                                                                                                                                                                                                       ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/10/2027,10,1,2027,Sunday                                                                                                                                                                                                                                                         ,January                                                                                                                                                                                                                                                        ,Descanso,NA
01/11/2027,11,1,2027,Monday                                                                                                                                                                                                                                                         ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/12/2027,12,1,2027,Tuesday                                                                                                                                                                                                                                                        ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/13/2027,13,1,2027,Wednesday                                                                                                                                                                                                                                                      ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/14/2027,14,1,2027,Thursday                                                                                                                                                                                                                                                       ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/15/2027,15,1,2027,Friday                                                                                                                                                                                                                                                         ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/16/2027,16,1,2027,Saturday                                                                                                                                                                                                                                                       ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/17/2027,17,1,2027,Sunday                                                                                                                                                                                                                                                         ,January                                                                                                                                                                                                                                                        ,Descanso,NA
01/18/2027,18,1,2027,Monday                                                                                                                                                                                                                                                         ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/19/2027,19,1,2027,Tuesday                                                                                                                                                                                                                                                        ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/20/2027,20,1,2027,Wednesday                                                                                                                                                                                                                                                      ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/21/2027,21,1,2027,Thursday                                                                                                                                                                                                                                                       ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/22/2027,22,1,2027,Friday                                                                                                                                                                                                                                                         ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/23/2027,23,1,2027,Saturday                                                                                                                                                                                                                                                       ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/24/2027,24,1,2027,Sunday                                                                                                                                                                                                                                                         ,January                                                                                                                                                                                                                                                        ,Descanso,NA
01/25/2027,25,1,2027,Monday                                                                                                                                                                                                                                                         ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/26/2027,26,1,2027,Tuesday                                                                                                                                                                                                                                                        ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/27/2027,27,1,2027,Wednesday                                                                                                                                                                                                                                                      ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/28/2027,28,1,2027,Thursday                                                                                                                                                                                                                                                       ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/29/2027,29,1,2027,Friday                                                                                                                                                                                                                                                         ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/30/2027,30,1,2027,Saturday                                                                                                                                                                                                                                                       ,January                                                                                                                                                                                                                                                        ,Laborar,NA
01/31/2027,31,1,2027,Sunday                                                                                                                                                                                                                                                         ,January                                                                                                                                                                                                                                                        ,Descanso,NA
02/01/2027,1,2,2027,Monday                                                                                                                                                                                                                                                         ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/02/2027,2,2,2027,Tuesday                                                                                                                                                                                                                                                        ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/03/2027,3,2,2027,Wednesday                                                                                                                                                                                                                                                      ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/04/2027,4,2,2027,Thursday                                                                                                                                                                                                                                                       ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/05/2027,5,2,2027,Friday                                                                                                                                                                                                                                                         ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/06/2027,6,2,2027,Saturday                                                                                                                                                                                                                                                       ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/07/2027,7,2,2027,Sunday                                                                                                                                                                                                                                                         ,February                                                                                                                                                                                                                                                       ,Descanso,NA
02/08/2027,8,2,2027,Monday                                                                                                                                                                                                                                                         ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/09/2027,9,2,2027,Tuesday                                                                                                                                                                                                                                                        ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/10/2027,10,2,2027,Wednesday                                                                                                                                                                                                                                                      ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/11/2027,11,2,2027,Thursday                                                                                                                                                                                                                                                       ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/12/2027,12,2,2027,Friday                                                                                                                                                                                                                                                         ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/13/2027,13,2,2027,Saturday                                                                                                                                                                                                                                                       ,February                                                                                                                                                                                                                                                       ,Laborar,NA
02/14/2027,14,2,2027,Sunday                                                                                                                                                                                                                                                         ,February                                                                                                                                                                                                                                                       ,Descanso,NA
02/15/2027,15,2,2027,Monday                                                                                                                                                                                                                                                         ,February                                                                                                                                                                                                                                                       ,Laborar,NA
